ID,feature1,feature2,labels
4480,0,0,0
4481,0.7,0.18,0
4482,2.03,5.94,1
4483,0,0,0
4484,7.74,14.24,4
4485,0,0,0
4486,0,0,0
4487,2.15,4.4,1
4488,1.21,-0.83,0
4489,2.2,6.01,1
4490,4.98,8.05,3
4491,9.86,0.93,2
4492,0,0,0
4493,4.66,15.49,4
4494,2.3,3.47,1
4495,10.09,5.56,2
4496,10.04,5.49,2
4497,2.14,5.5,1
4498,7.75,7.07,3
4499,10.54,3.67,2
4500,2.35,3.43,1
4501,1.25,-0.46,0
4502,9.32,3.19,2
4503,9.68,2.53,2
4504,9.82,4.14,2
4505,10.57,8.2,3
4506,0,0,0
4507,3.53,15.46,4
4508,1.34,0.35,0
4509,9.11,6.73,3
4510,0.97,0.16,0
4511,6.32,15.02,4
4512,3.66,15.65,4
4513,9.67,3.68,2
4514,8.03,4.54,3
4515,4.02,13.93,4
4516,0,0,0
4517,7.36,11.91,3
4518,5.93,9.37,3
4519,3.93,4.65,3
4520,0.57,0.71,0
4521,3.81,15.37,4
4522,9.94,4.41,2
4523,0,0,0
4524,0,0,0
4525,-1.42,0.32,0
4526,9.9,1.97,2
4527,0,0,0
4528,6.39,15.16,4
4529,9.89,3.23,2
4530,10.71,6.9,2
4531,6.31,15.49,4
4532,1.89,6.32,1
4533,11.63,8.55,3
4534,2.86,5.74,1
4535,3.41,7.93,3
4536,9.32,1.59,2
4537,2.43,6.22,3
4538,10.71,3.27,2
4539,0,0,0
4540,5.12,14.09,4
4541,10.48,2.89,2
4542,1.34,-0.74,0
4543,1.37,7.01,1
4544,5.15,14.8,4
4545,6.51,14.97,4
4546,9.85,6.47,2
4547,4.36,15.21,4
4548,6.28,4.18,3
4549,-0.17,0.5,0
4550,5.93,13.87,4
4551,5.31,14.95,4
4552,4.1,15.79,4
4553,2.46,9.45,3
4554,4.81,14.95,4
4555,9.93,2.29,2
4556,9.46,3.84,2
4557,1.75,-0.94,0
4558,2.27,6.44,3
4559,3.02,15.67,4
4560,5.14,14.98,4
4561,4.87,14.45,4
4562,10.29,1.77,2
4563,1.91,-0.19,0
4564,8.39,10.19,3
4565,5.99,15,4
4566,4.32,7.62,3
4567,6.24,15.56,4
4568,5.33,14.83,4
4569,3.54,14.38,4
4570,9.87,2.92,2
4571,10.12,4.29,2
4572,0.44,0.52,0
4573,2.04,0.73,0
4574,-0.04,0.97,0
4575,1.83,1.01,0
4576,1.96,4.68,1
4577,7.68,14.97,4
4578,4.34,14.65,4
4579,0.74,-0.23,0
4580,5.75,6.43,3
4581,10.25,1.76,2
4582,3.02,4.04,1
4583,0.07,-0.5,0
4584,6.55,15.42,4
4585,1.39,-0.66,0
4586,4.05,14.41,4
4587,1.99,9.02,1
4588,4.51,14.45,4
4589,0,0,0
4590,5.17,15.06,4
4591,5.62,15.17,4
4592,1.33,0.74,0
4593,5.63,14.57,4
4594,3.48,15.48,4
4595,10.37,2.42,2
4596,10.36,2.17,2
4597,4.53,15.25,4
4598,1.18,0.36,0
4599,0.75,-0.11,0
4600,2.39,4.6,1
4601,0,0,0
4602,1.36,-0.41,0
4603,7.56,6.5,3
4604,6.95,4.58,3
4605,5.14,15.35,4
4606,10.56,1.49,2
4607,6.43,14.33,4
4608,5.22,14.55,4
4609,0,0,0
4610,2.5,0.05,0
4611,2.07,0.48,0
4612,0,0,0
4613,4.28,15.42,4
4614,1.95,3.77,1
4615,10.41,2.99,2
4616,9.78,2.82,2
4617,0.12,0.83,0
4618,2.44,4.75,1
4619,9.04,1.47,2
4620,10.28,5.28,2
4621,9.75,4.06,2
4622,9.91,2.4,2
4623,9.89,3.47,2
4624,4.91,14.99,4
4625,6.11,15.01,4
4626,9.51,7.18,2
4627,1.5,0.19,0
4628,1.07,7.59,3
4629,9.34,2.08,2
4630,5.09,14.71,4
4631,0,0,0
4632,5.08,14.41,4
4633,1.99,7.12,1
4634,2.4,6.56,1
4635,9.18,4.98,3
4636,0.54,-0.62,0
4637,2.5,4.44,1
4638,10.26,4.62,2
4639,6.1,9.98,3
4640,9.85,0.66,2
4641,10.08,3.14,2
4642,10.1,3.15,2
4643,9.81,5.05,2
4644,10.07,5.43,2
4645,2.12,0.47,0
4646,9.93,3.16,2
4647,2.12,3.84,1
4648,4.4,14.45,4
4649,0,0,0
4650,9.32,3.89,3
4651,2.97,6.88,1
4652,1.77,7.61,3
4653,4.73,15.28,4
4654,2.56,6.58,1
4655,7.73,5.52,3
4656,9.54,0.57,2
4657,0,0,0
4658,4.22,14.61,4
4659,1.27,7.38,1
4660,10.19,5.25,2
4661,5.94,14.76,4
4662,-0.34,0.08,0
4663,10.01,5.27,2
4664,0,0,0
4665,1.98,3.31,1
4666,3.82,15.43,4
4667,6.99,8.19,3
4668,2.09,5.46,1
4669,7.32,7.12,3
4670,9.13,4.07,2
4671,2.7,5.96,1
4672,3.94,7.36,3
4673,2.2,4.31,1
4674,5.79,9.02,3
4675,2.09,-0.72,0
4676,9.9,0.44,2
4677,3.94,15.27,4
4678,-0.73,1.01,0
4679,4.53,15.46,4
4680,8.86,5.88,3
4681,1.37,2.23,1
4682,0,0,0
4683,7.57,6.28,3
4684,5.18,15.36,4
4685,2.16,8.2,1
4686,4.68,14.85,4
4687,1.7,-0.88,0
4688,8.57,6.57,3
4689,9.82,-0.32,2
4690,4.55,14.67,4
4691,-0.11,0,0
4692,10.23,1.2,2
4693,10.1,3.44,2
4694,9.38,2.6,2
4695,3.88,14.22,4
4696,1.98,0.59,0
4697,1.31,-0.25,0
4698,10.39,2.61,2
4699,5.49,14.75,4
4700,0,0,0
4701,2.47,1.19,1
4702,1.07,1.04,0
4703,10,4.89,2
4704,0,0,0
4705,3.69,14.72,4
4706,1.88,4.52,1
4707,9.88,3.52,2
4708,0,0,0
4709,3.35,14.79,4
4710,1.52,5.6,1
4711,9.91,1.46,2
4712,9.34,1.77,2
4713,4.04,14.88,4
4714,9.37,4.44,2
4715,3.36,14.82,4
4716,5.11,14.7,4
4717,10.35,2.14,2
4718,4.42,15.18,4
4719,10.47,2.34,2
4720,2.4,5.85,1
4721,5.03,15.04,4
4722,1.68,2.88,1
4723,0.66,0.48,0
4724,10.29,-1.16,2
4725,5.53,8.55,3
4726,4.11,14.73,4
4727,0.21,0.9,0
4728,5.67,14.91,4
4729,2.07,0.14,0
4730,1.52,4.78,1
4731,9.85,3.08,2
4732,9.75,1.65,2
4733,9.78,3.73,2
4734,9.69,2.31,2
4735,0.62,-1.04,0
4736,10.71,2.24,2
4737,5.98,14.6,4
4738,10.13,0.69,2
4739,3.12,3,1
4740,1.63,4.28,1
4741,0.34,5.81,3
4742,4.94,15.19,4
4743,1.6,8.37,1
4744,1.66,6.82,1
4745,0.01,-0.92,0
4746,1.69,6.54,1
4747,0.48,0.16,0
4748,10.19,-0.63,2
4749,9.85,4.17,2
4750,5.47,4.31,3
4751,9.95,3.74,2
4752,0,0,0
4753,1.9,3.83,1
4754,0.98,-1.39,0
4755,1.3,1.93,1
4756,1.45,4.4,1
4757,9.61,5.41,2
4758,6.54,6.08,3
4759,6.41,7.16,3
4760,10.26,1.98,2
4761,2.46,4.47,1
4762,2.41,3.42,1
4763,6.15,9.78,3
4764,1.99,0.61,0
4765,3.14,6.72,1
4766,2.02,2.83,1
4767,9.51,2.94,2
4768,9.34,4.1,2
4769,3.57,15.15,4
4770,10.12,1.37,2
4771,9.56,4.39,2
4772,5.21,15.84,4
4773,0,0,0
4774,1.44,5.51,1
4775,5.7,9.9,3
4776,5.77,14.32,4
4777,2.71,4.21,1
4778,10.42,0.77,2
4779,10.1,4.08,2
4780,9.71,1.8,2
4781,0,0,0
4782,10.14,2.21,2
4783,2.25,0.12,0
4784,4.98,14.53,4
4785,10.11,4.11,2
4786,0,0,0
4787,5.51,15.02,4
4788,7.43,7.18,3
4789,4.19,14.72,4
4790,6.83,7.23,3
4791,10.84,2.55,2
4792,1.18,5.44,1
4793,0,0,0
4794,5.22,15.48,4
4795,9.93,4.02,2
4796,2.73,-1.07,0
4797,9.71,3.93,2
4798,6.14,14.16,4
4799,10.01,4.81,2
4800,5.88,14.57,4
4801,0,0,0
4802,1.11,0.39,0
4803,8.38,6.63,3
4804,3.41,14.61,4
4805,1.69,7.25,1
4806,2.79,6.45,3
4807,1.98,2.58,1
4808,-0.01,0.65,0
4809,4.72,14.47,4
4810,9.89,5.15,2
4811,7.27,8.28,3
4812,2.15,4.29,1
4813,1.47,0.77,0
4814,7.66,10.08,3
4815,9.91,4.07,2
4816,-0.15,-0.78,0
4817,8.71,6.55,3
4818,5.91,15.52,4
4819,1.27,-0.72,0
4820,11.17,3.49,3
4821,2.19,8.89,1
4822,2.65,3.06,1
4823,8.16,10.66,3
4824,6.2,6.78,3
4825,0,0,0
4826,0,-0.15,0
4827,7.23,4.75,3
4828,5.84,6.95,3
4829,2.95,14.74,4
4830,5.99,8.96,3
4831,3.95,15.39,4
4832,0,0,0
4833,5.64,6.42,3
4834,6.27,15.41,4
4835,1.42,3.07,1
4836,9.74,1.78,2
4837,2.09,6.09,1
4838,3,-0.49,0
4839,0,0,0
4840,0.25,1.14,0
4841,10.01,4.66,2
4842,3.96,15.26,4
4843,9.95,4.82,2
4844,1.07,5.4,1
4845,1.61,-0.25,0
4846,9.65,4.92,2
4847,6.79,5.28,3
4848,7.8,8.2,3
4849,1.33,3.57,1
4850,5.5,15.01,4
4851,1.43,6.8,1
4852,1.65,2.41,1
4853,10.45,0.76,2
4854,9.32,4.57,3
4855,6.37,9.92,3
4856,0,0,0
4857,2.01,1.02,0
4858,2.49,6.66,1
4859,10.44,6.05,2
4860,9.87,1.12,2
4861,0.92,0.51,0
4862,1.42,0.31,0
4863,2.14,-0.27,0
4864,0.36,-0.17,0
4865,1.86,6.81,1
4866,3.1,-1.61,0
4867,9.5,1.81,2
4868,10.59,3.24,2
4869,0.03,-0.24,0
4870,2.38,-0.37,0
4871,5.18,14.17,4
4872,0,0,0
4873,4.9,15.14,4
4874,3.63,14.82,4
4875,0.46,0.92,0
4876,7.87,4.96,3
4877,5.69,14.68,4
4878,0,0,0
4879,5.36,15.08,4
4880,9.79,0.83,2
4881,4.97,15.06,4
4882,1.05,6.95,1
4883,0,0,0
4884,0,0,0
4885,1.12,-0.65,0
4886,7.07,7.32,3
4887,2.8,7.86,3
4888,5.21,15.41,4
4889,0.61,0.88,0
4890,1.73,2.66,1
4891,5.98,15.08,4
4892,10.18,8.62,3
4893,1.56,2.48,1
4894,1.68,-1.09,0
4895,10.33,3.73,2
4896,9.57,8.69,3
4897,2.1,7.29,1
4898,0.04,0.21,0
4899,4.47,15.2,4
4900,4.8,4.25,3
4901,10.4,2.15,2
4902,3.08,8.85,3
4903,1.2,3.88,1
4904,1.19,-0.58,0
4905,0,0,0
4906,3.23,6.18,3
4907,1.16,1.27,0
4908,9.89,0.6,2
4909,0.7,-1.02,0
4910,3.66,7.22,3
4911,4.6,15.2,4
4912,2.53,-0.17,0
4913,2.57,-0.4,0
4914,6.25,14.67,4
4915,9.62,2.03,2
4916,1.59,3.67,1
4917,10.02,4.15,2
4918,8.76,6.26,3
4919,4.68,15.06,4
4920,2.04,-0.16,0
4921,5.66,15.02,4
4922,4.34,14.78,4
4923,2.24,5.36,1
4924,9.7,1.62,2
4925,2.7,6.91,1
4926,5.06,14.43,4
4927,9.86,2.31,2
4928,10.35,4.01,2
4929,0,0,0
4930,-0.86,-0.2,0
4931,0,0,0
4932,4.51,15.55,4
4933,7.14,10.28,3
4934,-0.23,0.02,0
4935,0,0,0
4936,9.59,3.26,2
4937,9.88,-0.26,2
4938,10.08,5.32,2
4939,6.34,5.16,3
4940,1.64,3.62,1
4941,9.83,5.11,2
4942,6.4,11.65,3
4943,1.01,-0.45,0
4944,6.38,15,4
4945,4.26,15.14,4
4946,4.08,15,4
4947,9.87,5.31,2
4948,9.98,3.01,2
4949,0,0,0
4950,6.23,15.28,4
4951,3.8,8.3,3
4952,5.98,15.39,4
4953,3.15,14.94,4
4954,9.99,4.41,2
4955,3.51,14.95,4
4956,10.36,1.2,2
4957,4.82,15.03,4
4958,9.78,5.7,2
4959,0.35,0.58,0
4960,1.53,0.61,0
4961,9.53,3.25,2
4962,6.23,15.59,4
4963,1.3,2.15,1
4964,7.39,6.37,3
4965,3.12,5.23,1
4966,0.76,0.37,0
4967,0,0,0
4968,1.18,-0.53,0
4969,9.51,3.91,2
4970,0,0,0
4971,9.91,1.49,2
4972,4.92,4.34,3
4973,5.82,11.02,3
4974,3.79,14.79,4
4975,8.48,12,3
4976,9.55,4.72,2
4977,8.34,12.23,3
4978,6.49,7,3
4979,0.98,-0.08,0
4980,9.04,10.67,3
4981,3.06,-0.2,0
4982,4.56,8.62,3
4983,10.55,0.58,2
4984,9.83,2.92,2
4985,4.54,15.3,4
4986,10.38,4.57,2
4987,1.31,0.2,0
4988,9.74,4.17,2
4989,5.24,14.58,4
4990,9.03,7.24,3
4991,6.2,7.24,3
4992,9.26,4.89,3
4993,13.42,7.46,3
4994,1.29,-0.15,0
4995,5.52,9.96,3
4996,5.01,15.49,4
4997,9.45,6.01,2
4998,10.38,4.05,2
4999,0,0,0
5000,1.88,5.32,1
5001,1.17,0.86,0
5002,0.65,1.02,0
5003,6.36,5.76,3
5004,4.37,14.78,4
5005,0.88,1.33,0
5006,9.76,2.83,2
5007,0,0,0
5008,6.17,6.54,3
5009,5.41,15,4
5010,0,0,0
5011,5.18,14.65,4
5012,1.66,3.61,1
5013,1.45,0.77,0
5014,8.49,7.35,3
5015,10.18,2.82,2
5016,1.92,-0.33,0
5017,9.81,1.17,2
5018,10.36,0.42,2
5019,5.83,15.17,4
5020,0.24,0.56,0
5021,6.15,14.87,4
5022,9.87,4.08,2
5023,1.99,5.94,1
5024,4.78,14.12,4
5025,5.06,15.6,4
5026,5.5,14.71,4
5027,3.46,14.6,4
5028,1.68,-0.96,0
5029,9.39,3.14,2
5030,10.19,1.8,2
5031,0,0,0
5032,0,0,0
5033,2.04,-0.83,0
5034,10.02,2.87,2
5035,6.97,14.13,4
5036,3.5,15.4,4
5037,9.97,2.28,2
5038,3.6,14.72,4
5039,10.1,4.26,2
5040,0,0,0
5041,9.65,4.22,2
5042,4.08,4.91,3
5043,0.3,0.55,0
5044,1.29,-0.42,0
5045,0,0,0
5046,10.2,3.14,2
5047,7.18,6.58,3
5048,2.13,7.01,1
5049,0,0,0
5050,10.03,2.77,2
5051,10,10.21,3
5052,4.97,14.75,4
5053,8.28,5.09,3
5054,-0.26,0.3,0
5055,2.4,0.72,0
5056,8.03,4.14,3
5057,1.05,0.91,0
5058,10.08,2.86,2
5059,2.05,-0.24,0
5060,6.91,9.26,3
5061,6.27,15.2,4
5062,10.22,1.35,2
5063,2.45,4.78,1
5064,1.17,-0.09,0
5065,5.33,15.02,4
5066,6.45,6.02,3
5067,10.04,5.77,2
5068,5.63,14.81,4
5069,4.79,15.08,4
5070,4.88,15.22,4
5071,0,0,0
5072,9.99,4.32,2
5073,8.62,10.68,3
5074,9.87,5.76,2
5075,5.2,15.53,4
5076,0.11,-0.15,0
5077,10.45,2.65,2
5078,3.06,3.44,1
5079,-0.05,0.18,0
5080,10.15,1.63,2
5081,4.06,15.06,4
5082,5.64,15.84,4
5083,5.97,15.38,4
5084,2.02,-0.44,0
5085,10.21,8.42,3
5086,10.31,3.01,2
5087,4.86,14.72,4
5088,3.47,15.62,4
5089,5.22,14.41,4
5090,7.77,4.28,3
5091,0,0,0
5092,2.54,4.25,1
5093,1.35,-0.65,0
5094,4.05,5.57,3
5095,5.93,15.14,4
5096,6.88,14.59,4
5097,5.81,7.64,3
5098,0.47,0.23,0
5099,0,0,0
5100,0,0,0
5101,10,4.14,2
5102,0,0,0
5103,9.56,4.62,2
5104,0.92,-0.08,0
5105,-0.96,0.2,0
5106,1.84,-0.85,0
5107,9.21,6.74,3
5108,0,0,0
5109,10.16,3.2,2
5110,2.59,-0.43,0
5111,9.48,9.33,3
5112,9.69,1.92,2
5113,1.93,0.22,0
5114,12.44,7.1,3
5115,9.92,5.28,2
5116,1.48,7.7,3
5117,0,0,0
5118,0,0,0
5119,9.95,2.55,2
5120,0,0,0
5121,4.58,15.81,4
5122,7,4.68,3
5123,5.47,14.98,4
5124,-0.26,-0.46,0
5125,9.77,3.77,2
5126,0.8,-1.01,0
5127,4.22,15.02,4
5128,8.22,7,3
5129,1.79,5.25,1
5130,1.6,6.45,1
5131,3.5,14.66,4
5132,9.84,4.86,2
5133,2.32,5.1,1
5134,2.68,-0.58,0
5135,0,0,0
5136,5.88,14.93,4
5137,2.18,5.73,1
5138,0,0,0
5139,0,0,0
5140,10.62,4.6,2
5141,2.11,8,1
5142,7.51,4.91,3
5143,6.16,15.01,4
5144,9.57,6.13,2
5145,5.18,15.52,4
5146,1.08,-0.08,0
5147,9.74,1.71,2
5148,1.67,-0.45,0
5149,5.8,15.34,4
5150,0.12,0.4,0
5151,2.31,5.9,1
5152,9.83,2.56,2
5153,8.59,7.2,3
5154,4.91,8.32,3
5155,5.81,14.92,4
5156,9.89,3.16,2
5157,10.38,1.97,2
5158,5.21,14.52,4
5159,0,0,0
5160,6.85,15.04,4
5161,10.32,1.97,2
5162,10.03,0.85,2
5163,2.29,4.43,1
5164,6.09,15.05,4
5165,9.73,3.2,2
5166,5.03,13.89,4
5167,10.06,3.35,2
5168,5.86,14.99,4
5169,-0.14,-0.38,0
5170,9.29,7.41,3
5171,9.41,9.77,3
5172,0,0,0
5173,1.54,0.43,0
5174,1.57,-0.36,0
5175,1.54,4.45,1
5176,2.43,5.1,1
5177,2.31,3.87,1
5178,10.54,5.57,3
5179,9.67,1.4,2
5180,6.63,14.83,4
5181,2.19,5.14,1
5182,2.11,0.22,0
5183,1.08,1.84,0
5184,1.63,3.31,1
5185,10.48,3.08,2
5186,0,0,0
5187,3.03,-0.27,0
5188,0,0,0
5189,3.14,3.84,3
5190,10.25,5.46,2
5191,7.12,7.3,3
5192,0.04,-0.8,0
5193,4.6,15.57,4
5194,9.71,1.51,2
5195,6.45,14.74,4
5196,5.2,15.64,4
5197,3.65,6.14,3
5198,1.01,0.28,0
5199,10.2,3.77,2
5200,2.77,0.07,0
5201,2.09,-0.37,0
5202,7.49,7.49,3
5203,5.5,5.22,3
5204,4.61,15.45,4
5205,10.09,4.85,2
5206,4.75,4.22,3
5207,10.27,-0.12,2
5208,0,0,0
5209,1.67,5.01,1
5210,7.55,2.39,3
5211,10.1,4.21,2
5212,4.89,15.18,4
5213,4.62,15.79,4
5214,9.08,8.76,3
5215,5.55,7.66,3
5216,10.03,2.47,2
5217,9.96,6.83,3
5218,1.79,-1.62,0
5219,1.6,3.38,1
5220,4.01,14.37,4
5221,10.06,2.46,2
5222,1.37,7.64,1
5223,7.03,9.65,3
5224,6,15.71,4
5225,10.41,0.97,2
5226,6.61,4.16,3
5227,6.76,9.56,3
5228,10.02,1.53,2
5229,5.41,14.78,4
5230,6.72,15.5,4
5231,1.77,5.7,1
5232,2.35,5.17,1
5233,9.93,4.02,2
5234,5.77,14.49,4
5235,1.39,4.6,1
5236,9.91,3.44,2
5237,10.1,4.26,2
5238,5.89,7.28,3
5239,0,0,0
5240,10.03,4.9,2
5241,0.82,-0.57,0
5242,1.97,5.44,1
5243,2.69,6.93,1
5244,9.69,0.57,2
5245,4.68,14.43,4
5246,11.78,7.71,3
5247,6.05,15.2,4
5248,1.19,5.94,1
5249,10.25,2.97,2
5250,1.89,4.95,1
5251,9.79,5.16,2
5252,9.83,1.91,2
5253,6.76,9.02,3
5254,0,0,0
5255,9.22,3.84,2
5256,0,0,0
5257,10.03,0.77,2
5258,1.45,-1.16,0
5259,5.32,14.52,4
5260,0,0,0
5261,5.68,14.77,4
5262,11.04,0.66,2
5263,5.15,14.67,4
5264,9.95,2.49,2
5265,10.53,4.69,2
5266,0,0,0
5267,5.71,14.5,4
5268,-0.11,0.42,0
5269,8.65,5.8,3
5270,7.92,2.1,3
5271,8.61,7.6,3
5272,-0.83,-0.43,0
5273,5.43,14.88,4
5274,9.61,1.67,2
5275,2.36,3.67,1
5276,0.88,-1.13,0
5277,10.26,2.81,2
5278,9.66,2.36,2
5279,9.92,3.25,2
5280,10.05,4.81,2
5281,4.84,15.79,4
5282,1.95,3.15,1
5283,1.84,4.02,1
5284,0.69,-0.8,0
5285,4.06,14.63,4
5286,5.73,5.92,3
5287,4.98,6.65,3
5288,5.74,5.7,3
5289,0,0,0
5290,9.55,3.4,2
5291,0.15,0.63,0
5292,1.97,4.15,1
5293,6.71,6.36,3
5294,0,0,0
5295,0.43,-1.09,0
5296,6.4,4.44,3
5297,-0.44,0.28,0
5298,0.81,0.86,0
5299,0.3,0.18,0
5300,4.62,15.83,4
5301,11.18,4.13,3
5302,0.78,1.26,0
5303,5.23,14.41,4
5304,9.99,2.26,2
5305,10.1,2.23,2
5306,9.84,2.95,2
5307,7.13,14.95,4
5308,3.18,0.62,0
5309,2.78,4.62,1
5310,5.05,15.34,4
5311,10.46,6.24,2
5312,4.52,14.67,4
5313,7.58,4.89,3
5314,1.55,7.23,1
5315,2.44,-0.24,0
5316,4.67,8.2,3
5317,0.11,-0.09,0
5318,4.43,15.43,4
5319,6.99,15.21,4
5320,0,0,0
5321,1.79,1.03,1
5322,4.83,8.65,3
5323,5.19,15.25,4
5324,-1.5,0.2,0
5325,4.09,5.48,3
5326,9.94,2.69,2
5327,0,0,0
5328,2.11,2.05,1
5329,5.41,15.15,4
5330,2.12,4.81,1
5331,10.23,1.82,2
5332,6.18,7.83,3
5333,1.86,6.11,1
5334,9.98,1.53,2
5335,5.8,6.66,3
5336,0.29,-0.74,0
5337,10.13,6.62,3
5338,2.54,0.51,0
5339,3.72,14.76,4
5340,9.32,-0.27,2
5341,4.54,14.39,4
5342,2.43,2.61,1
5343,7.06,9.16,3
5344,3.75,15.52,4
5345,10.16,4.12,2
5346,0,0,0
5347,5.8,14.94,4
5348,2.27,0.28,0
5349,2.58,6.79,1
5350,1.75,5.57,1
5351,0.37,0.45,0
5352,10.34,1.66,2
5353,0,0,0
5354,0,0,0
5355,10.11,1.92,2
5356,4.18,7.92,3
5357,7.4,6.29,3
5358,0,0,0
5359,4.67,14.93,4
5360,3.31,15.37,4
5361,2.57,-0.24,0
5362,9.59,3.53,2
5363,0,0,0
5364,4.97,15.73,4
5365,3.78,14.29,4
5366,2.15,5.92,1
5367,0,0,0
5368,2.06,5.54,1
5369,9.79,4.86,2
5370,3.16,-1.07,0
5371,6.68,4.87,3
5372,9.93,2.39,2
5373,4.6,15.33,4
5374,0,0,0
5375,6.71,7.11,3
5376,1.62,0.11,0
5377,9.91,1.36,2
5378,1.98,6.77,1
5379,1.56,0.25,0
5380,1.66,0.87,0
5381,4.4,14.58,4
5382,6.01,14.7,4
5383,9.61,0.52,2
5384,10.08,0.76,2
5385,4.36,15.68,4
5386,10.17,2.69,2
5387,1.07,6.3,1
5388,2.26,5.46,1
5389,10.37,4.38,2
5390,9.82,5.44,2
5391,10.07,4.04,2
5392,1.56,3.45,1
5393,9.64,1.52,2
5394,2.3,-0.2,0
5395,4.77,14.49,4
5396,6.16,8.79,3
5397,1.59,5.89,1
5398,6.37,3.01,3
5399,1.24,-0.25,0
5400,9.14,2.37,2
5401,7.09,5.69,3
5402,0,0,0
5403,9.44,5.9,3
5404,2.23,5.31,1
5405,0,0,0
5406,2.98,6.6,1
5407,5.14,14.76,4
5408,3.45,2.14,3
5409,0,0,0
5410,0,0,0
5411,0,0,0
5412,2.39,6.12,1
5413,0.27,0.05,0
5414,5.52,14.7,4
5415,9.58,7.23,3
5416,9.94,5.76,2
5417,9.87,5.75,2
5418,9.87,2.91,2
5419,3.65,5.15,3
5420,0.29,0.66,0
5421,0,0,0
5422,10.21,-1.35,2
5423,6.96,14.28,4
5424,10.52,4.79,2
5425,0,0,0
5426,7.15,5.62,3
5427,2.18,-0.14,0
5428,-0.11,0.49,0
5429,3.64,15.16,4
5430,11,7.25,3
5431,9.99,3.96,2
5432,2.45,3.22,1
5433,-0.56,0.54,0
5434,3.84,5.88,3
5435,2.29,5.34,1
5436,3.4,0.16,0
5437,4.99,14.35,4
5438,6.34,14.57,4
5439,0,0,0
5440,8.55,1.83,3
5441,10.04,3.02,2
5442,5.89,14.14,4
5443,4.84,15,4
5444,1.77,5.41,1
5445,10.11,2.44,2
5446,1.26,-0.04,0
5447,9.61,3.58,2
5448,5.22,14.69,4
5449,10.07,0.69,2
5450,9.57,2.41,2
5451,9.72,1.69,2
5452,8.79,4.83,3
5453,0.57,-0.34,0
5454,9.77,2.17,2
5455,0,0,0
5456,2.78,0.92,0
5457,1.93,4.51,1
5458,5.81,10.72,3
5459,1.3,-0.14,0
5460,7.94,7.52,3
5461,1.73,3.97,1
5462,1.67,-0.03,0
5463,2,2.84,1
5464,0,0,0
5465,5.58,9.65,3
5466,2.07,0.79,0
5467,0,0,0
5468,8.34,5.41,3
5469,5.76,12.95,3
5470,10.24,1.36,2
5471,1.94,4.97,1
5472,3.29,15.73,4
5473,5.42,15.62,4
5474,9.59,3.25,2
5475,3.04,-1.32,0
5476,1.35,4.77,1
5477,5.45,6.74,3
5478,4.37,6.62,3
5479,6.67,15.34,4
5480,10.51,1.82,2
5481,1.95,-0.83,0
5482,9.91,3.24,2
5483,6,9.37,3
5484,4.44,6.08,3
5485,7.8,12.18,3
5486,1.56,0.22,0
5487,5.62,15.33,4
5488,3.42,14.92,4
5489,1.63,0.21,0
5490,0.47,0.69,0
5491,4.09,14.42,4
5492,10.35,3.46,2
5493,2.2,0.7,0
5494,5.14,14.43,4
5495,0,0,0
5496,1.27,3.41,1
5497,0,0,0
5498,6.23,15.16,4
5499,9.95,2.1,2
5500,6,15.4,4
5501,5.38,14.54,4
5502,2.78,3.91,1
5503,3.61,14.44,4
5504,2.23,4.04,1
5505,9.56,0.86,2
5506,2.05,5.4,1
5507,10.17,5.06,2
5508,9.52,2.6,2
5509,1.48,0.59,0
5510,10.04,3.23,2
5511,11.65,5.1,3
5512,9.35,7.13,3
5513,0,0,0
5514,6.07,15.14,4
5515,1.56,4.75,1
5516,5.88,14.55,4
5517,0,0,0
5518,4.73,15.31,4
5519,3.42,6.08,3
5520,10.06,1.69,2
5521,2.25,6.12,1
5522,0,0,0
5523,5.41,7.97,3
5524,10.1,4.56,2
5525,5.81,10.32,3
5526,9.56,2.57,2
5527,8.84,7.31,3
5528,7.48,2.06,3
5529,2.33,5.85,1
5530,7.1,5.1,3
5531,1.51,5.44,1
5532,6.58,9.05,3
5533,2.28,0.24,0
5534,0,0,0
5535,8.14,9.15,3
5536,5.58,14.83,4
5537,9.86,3.92,2
5538,6.5,7.35,3
5539,4.77,15.4,4
5540,6.81,15.39,4
5541,0,0,0
5542,2.52,4.02,1
5543,1.13,-1.55,0
5544,9.67,3.43,2
5545,9.54,3.41,2
5546,0,0,0
5547,2.09,14.51,4
5548,4.38,15.05,4
5549,3.43,-0.57,0
5550,1.47,5.56,1
5551,10.02,1.58,2
5552,0.15,-0.19,0
5553,0.79,-0.08,0
5554,0,0,0
5555,5.49,15.33,4
5556,2.81,-0.26,0
5557,1.67,-0.73,0
5558,1.82,4.94,1
5559,9.67,2.94,2
5560,0,0,0
5561,7.13,5.96,3
5562,1.58,0.55,0
5563,1.94,4.18,1
5564,10.76,3.42,2
5565,0.98,0.21,0
5566,3.39,4.74,1
5567,6.84,5.98,3
5568,1.77,5.81,1
5569,4.12,15.71,4
5570,0.02,-0.25,0
5571,10.27,2.09,2
5572,10.07,0.95,2
5573,9.96,1.48,2
5574,2.12,3.8,1
5575,-0.62,-0.01,0
5576,1.16,0.71,0
5577,0,0,0
5578,10.15,3.06,2
5579,10.3,3.9,2
5580,0.06,-0.27,0
5581,5.63,11.43,3
5582,0,0,0
